customerId,description,purchase_by_invoice,purchase_total_amount,purchase_streek,next_streek_purchase_amount,remaining_amount,is_eligible_customer,offer_eligibility
6177,HOME SMALL WOOD LETTERS,8,2033,22,2300,267,1,44
6178,GINGHAM HEART  DOORSTOP RED,2,641,10,1100,459,1,20
6179,FIVE HEART HANGING DECORATION,2,356,11,1200,844,1,22
6180,HANGING METAL HEART LANTERN,6,231,10,1100,869,1,20
6181,ASSORTED BOTTLE TOP  MAGNETS ,4,100,0,100,0,1,0
6182,FRIDGE MAGNETS US DINER ASSORTED,8,837,15,1600,763,1,30
6183,HOMEMADE JAM SCENTED CANDLES,6,569,10,1100,531,1,20
6184,FRIDGE MAGNETS LES ENFANTS ASSORTED,8,864,23,2400,1536,1,46
6185,ROSE CARAVAN DOORSTOP,8,887,8,900,13,1,16
6186,HEART OF WICKER SMALL,10,100,0,100,0,1,0
6187,10 HOOK HANGER MAGIC TOADSTOOL,7,357,13,1400,1043,1,26
6188,CHRISTMAS LIGHTS 10 REINDEER,9,520,17,1800,1280,1,34
6189,VINTAGE UNION JACK CUSHION COVER,4,1093,18,1900,807,1,36
6190,VINTAGE HEADS AND TAILS CARD GAME ,3,100,0,100,0,1,0
6191,SET OF 3 COLOURED  FLYING DUCKS,3,651,9,1000,349,1,18
6192,SET OF 3 GOLD FLYING DUCKS,1,1542,25,2600,1058,1,50
6193,RED RETROSPOT UMBRELLA,7,449,13,1400,951,1,26
6194,BLACK/BLUE POLKADOT UMBRELLA,10,461,23,2400,1939,1,46
6195,RED DINER WALL CLOCK,4,1449,17,1800,351,1,34
6196,ALARM CLOCK BAKELIKE GREEN,9,164,5,600,436,1,10
6197,ALARM CLOCK BAKELIKE RED ,6,112,19,2000,1888,1,38
6198,BLUE DINER WALL CLOCK,1,651,9,1000,349,1,18
6199,IVORY DINER WALL CLOCK,2,427,14,1500,1073,1,28
6200,LARGE HEART MEASURING SPOONS,1,976,23,2400,1424,1,46
6201,SMALL HEART MEASURING SPOONS,10,1358,20,2100,742,1,40
6202,CHRISTMAS LIGHTS 10 REINDEER,4,1540,15,1600,60,1,30
6203,JAM MAKING SET WITH JARS,3,1071,20,2100,1029,1,40
6204,JAM MAKING SET PRINTED,8,1340,22,2300,960,1,44
6205,JAM JAR WITH PINK LID,10,1072,15,1600,528,1,30
6206,JAM JAR WITH GREEN LID,6,650,10,1100,450,1,20
6207,ROSE COTTAGE KEEPSAKE BOX ,3,576,5,600,24,1,10
6208,HANGING HEART ZINC T-LIGHT HOLDER,5,1022,18,1900,878,1,36
6209,PAPER CHAIN KIT VINTAGE CHRISTMAS,8,292,4,500,208,1,8
6210,DISCO BALL CHRISTMAS DECORATION,7,162,2,300,138,1,4
6211,WHITE HANGING HEART T-LIGHT HOLDER,6,914,14,1500,586,1,28
6212,SMALL POPCORN HOLDER,1,146,3,400,254,1,6
6213,LARGE POPCORN HOLDER ,8,849,10,1100,251,1,20
6214,RETROSPOT LARGE MILK JUG,1,1417,19,2000,583,1,38
6215,SET/20 RED RETROSPOT PAPER NAPKINS ,6,121,14,1500,1379,1,28
6216,SET/6 RED SPOTTY PAPER PLATES,8,424,10,1100,676,1,20
6217,SET/6 RED SPOTTY PAPER CUPS,8,358,6,700,342,1,12
6218,POLKADOT RAIN HAT ,6,935,16,1700,765,1,32
6219,DELUXE SEWING KIT ,10,905,9,1000,95,1,18
6220,RETROSPOT HEART HOT WATER BOTTLE,8,2130,22,2300,170,1,44
6221,KNITTED UNION FLAG HOT WATER BOTTLE,1,1403,20,2100,697,1,40
6222,ENGLISH ROSE HOT WATER BOTTLE,2,100,0,100,0,1,0
6223,PHOTO CUBE,8,977,16,1700,723,1,32
6224,HOMEMADE JAM SCENTED CANDLES,7,377,5,600,223,1,10
6225,JUMBO BAG RED RETROSPOT,6,1110,23,2400,1290,1,46
6226,PLASTERS IN TIN CIRCUS PARADE ,3,1389,25,2600,1211,1,50
6227,PACK OF 12 PINK PAISLEY TISSUES ,6,100,0,100,0,1,0
6228,PACK OF 12 BLUE PAISLEY TISSUES ,6,1093,18,1900,807,1,36
6229,PACK OF 12 RED RETROSPOT TISSUES ,5,199,1,200,1,1,2
6230,CHICK GREY HOT WATER BOTTLE,1,205,23,2400,2195,1,46
6231,PLASTERS IN TIN VINTAGE PAISLEY ,9,149,9,1000,851,1,18
6232,PLASTERS IN TIN SKULLS,1,1989,22,2300,311,1,44
6233,8 STRIPEY MICE FELTCRAFT,4,875,9,1000,125,1,18
6234,SET OF 6 SOLDIER SKITTLES,5,1513,22,2300,787,1,44
6235,TRADITIONAL WOODEN SKIPPING ROPE,5,731,8,900,169,1,16
6236,WOODEN BOX OF DOMINOES,7,774,19,2000,1226,1,38
6237,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,8,1463,15,1600,137,1,30
6238,PARTY CONES CARNIVAL ASSORTED,6,826,22,2300,1474,1,44
6239,PARTY CONES CANDY ASSORTED,5,1409,15,1600,191,1,30
6240,PICNIC BASKET WICKER SMALL,10,200,4,500,300,1,8
6241,ASSORTED COLOUR BIRD ORNAMENT,7,174,2,300,126,1,4
6242,STAR DECORATION PAINTED ZINC ,9,100,0,100,0,1,0
6243,RETROSPOT LAMP,4,206,15,1600,1394,1,30
6244,"FANCY FONT BIRTHDAY CARD, ",7,1390,19,2000,610,1,38
6245,HAND WARMER UNION JACK,2,126,2,300,174,1,4
6246,HAND WARMER SCOTTY DOG DESIGN,2,421,12,1300,879,1,24
6247,HAND WARMER OWL DESIGN,7,100,0,100,0,1,0
6248,HAND WARMER RED RETROSPOT,10,184,7,800,616,1,14
6249,RETROSPOT HEART HOT WATER BOTTLE,8,100,0,100,0,1,0
6250,DOG BOWL CHASING BALL DESIGN,1,270,4,500,230,1,8
6251,CLOTHES PEGS RETROSPOT PACK 29,10,224,2,300,76,1,4
6252,HAND OVER THE CHOCOLATE   SIGN ,6,113,5,600,487,1,10
6253,WHITE HANGING HEART T-LIGHT HOLDER,10,2444,24,2500,56,1,48
6254,TRAVEL SEWING KIT,8,2178,23,2400,222,1,46
6255,BLACK HEART CARD HOLDER,9,1587,20,2100,513,1,40
6256,ASSORTED COLOUR BIRD ORNAMENT,9,1522,23,2400,878,1,46
6257,PACK OF 60 PINK PAISLEY CAKE CASES,5,244,2,300,56,1,4
6258,65 TEATIME FAIRY CAKE CASES,8,482,12,1300,818,1,24
6259,PACK OF 72 RETROSPOT CAKE CASES,1,377,14,1500,1123,1,28
6260,CHICK GREY HOT WATER BOTTLE,8,1671,22,2300,629,1,44
6261,SMALL GLASS HEART TRINKET POT,5,108,6,700,592,1,12
6262,ALARM CLOCK BAKELIKE IVORY,9,600,9,1000,400,1,18
6263,ALARM CLOCK BAKELIKE RED ,5,783,15,1600,817,1,30
6264,ALARM CLOCK BAKELIKE ORANGE,4,1695,21,2200,505,1,42
6265,ALARM CLOCK BAKELIKE GREEN,4,1418,21,2200,782,1,42
6266,HOT WATER BOTTLE TEA AND SYMPATHY,7,1979,21,2200,221,1,42
6267,HAND WARMER BIRD DESIGN,4,295,19,2000,1705,1,38
6268,HAND WARMER SCOTTY DOG DESIGN,2,178,13,1400,1222,1,26
6269,WHITE HANGING HEART T-LIGHT HOLDER,8,1765,25,2600,835,1,50
6270,WHITE METAL LANTERN,6,1661,24,2500,839,1,48
6271,CREAM CUPID HEARTS COAT HANGER,6,425,22,2300,1875,1,44
6272,EDWARDIAN PARASOL BLACK,4,827,13,1400,573,1,26
6273,EDWARDIAN PARASOL RED,3,659,8,900,241,1,16
6274,RETRO COFFEE MUGS ASSORTED,8,116,6,700,584,1,12
6275,SAVE THE PLANET MUG,7,794,25,2600,1806,1,50
6276,VINTAGE BILLBOARD DRINK ME MUG,7,2276,25,2600,324,1,50
6277,VINTAGE BILLBOARD LOVE/HATE MUG,4,1045,22,2300,1255,1,44
6278,WOOD 2 DRAWER CABINET WHITE FINISH,6,1613,22,2300,687,1,44
6279,WOOD S/3 CABINET ANT WHITE FINISH,2,208,2,300,92,1,4
6280,WOODEN PICTURE FRAME WHITE FINISH,6,100,0,100,0,1,0
6281,WOODEN FRAME ANTIQUE WHITE ,9,271,3,400,129,1,6
6282,KNITTED UNION FLAG HOT WATER BOTTLE,6,763,7,800,37,1,14
6283,RED WOOLLY HOTTIE WHITE HEART.,3,655,7,800,145,1,14
6284,SET 7 BABUSHKA NESTING BOXES,9,185,12,1300,1115,1,24
6285,IVORY EMBROIDERED QUILT ,9,100,0,100,0,1,0
6286,GLASS STAR FROSTED T-LIGHT HOLDER,5,315,3,400,85,1,6
6287,SET OF 3 BLACK FLYING DUCKS,3,1641,18,1900,259,1,36
6288,SET OF 3 COLOURED  FLYING DUCKS,2,1547,22,2300,753,1,44
6289,PACK OF 12 RED RETROSPOT TISSUES ,4,100,0,100,0,1,0
6290,RED RETROSPOT MUG,5,1052,17,1800,748,1,34
6291,BABUSHKA LIGHTS STRING OF 15,8,337,6,700,363,1,12
6292,PIGGY BANK RETROSPOT ,10,1830,23,2400,570,1,46
6293,SET 7 BABUSHKA NESTING BOXES,10,410,7,800,390,1,14
6294,DOORMAT FAIRY CAKE,9,350,3,400,50,1,6
6295,HAND WARMER RED RETROSPOT,6,1035,22,2300,1265,1,44
6296,HAND WARMER SCOTTY DOG DESIGN,3,236,7,800,564,1,14
6297,HAND WARMER OWL DESIGN,1,778,16,1700,922,1,32
6298,STRAWBERRY CERAMIC TRINKET BOX,7,716,12,1300,584,1,24
6299,PINK DOUGHNUT TRINKET POT ,2,368,10,1100,732,1,20
6300,SILK PURSE BABUSHKA PINK,6,115,4,500,385,1,8
6301,HOT WATER BOTTLE TEA AND SYMPATHY,6,1181,16,1700,519,1,32
6302,HOT WATER BOTTLE I AM SO POORLY,8,1585,20,2100,515,1,40
6303,CHOCOLATE HOT WATER BOTTLE,10,591,5,600,9,1,10
6304,WHITE SKULL HOT WATER BOTTLE ,10,182,17,1800,1618,1,34
6305,SCOTTIE DOG HOT WATER BOTTLE,2,128,2,300,172,1,4
6306,HAND WARMER RED POLKA DOT,9,100,0,100,0,1,0
6307,HAND WARMER UNION JACK,7,436,5,600,164,1,10
6308,HOMEMADE JAM SCENTED CANDLES,10,207,17,1800,1593,1,34
6309,BIRD HOUSE HOT WATER BOTTLE,10,1594,24,2500,906,1,48
6310,BOUDOIR SQUARE TISSUE BOX,1,1592,16,1700,108,1,32
6311,SKULLS SQUARE TISSUE BOX,3,148,1,200,52,1,2
6312,PHOTO FRAME CORNICE,1,652,6,700,48,1,12
6313,SILK PURSE BABUSHKA RED,2,128,3,400,272,1,6
6314,PICTURE DOMINOES,7,2073,22,2300,227,1,44
6315,S/6 SEW ON CROCHET FLOWERS,4,973,18,1900,927,1,36
6316,SCANDINAVIAN REDS RIBBONS,8,286,12,1300,1014,1,24
6317,BALLOONS  WRITING SET ,2,1004,22,2300,1296,1,44
6318,JAM MAKING SET PRINTED,6,100,0,100,0,1,0
6319,LAVENDER INCENSE IN TIN,9,2196,25,2600,404,1,50
6320,TV DINNER TRAY VINTAGE PAISLEY,5,360,11,1200,840,1,22
6321,SET OF 4 ENGLISH ROSE PLACEMATS,4,424,18,1900,1476,1,36
6322,SET OF 4 ENGLISH ROSE COASTERS,5,172,1,200,28,1,2
6323,TRIPLE PHOTO FRAME CORNICE ,9,807,21,2200,1393,1,42
6324,FAMILY PHOTO FRAME CORNICE,8,655,6,700,45,1,12
6325,MIRRORED DISCO BALL ,1,276,4,500,224,1,8
6326,DISCO BALL ROTATOR BATTERY OPERATED,5,1664,17,1800,136,1,34
6327,SILVER LOOKING MIRROR,4,100,0,100,0,1,0
6328,LADIES & GENTLEMEN METAL SIGN,3,1394,20,2100,706,1,40
6329,METAL SIGN HER DINNER IS SERVED ,7,882,12,1300,418,1,24
6330,YOU'RE CONFUSING ME METAL SIGN ,2,398,3,400,2,1,6
6331,DOORMAT TOPIARY,8,2412,24,2500,88,1,48
6332,BATHROOM METAL SIGN,1,463,4,500,37,1,8
6333,KITCHEN METAL SIGN,7,1186,13,1400,214,1,26
6334,TOILET METAL SIGN,3,731,10,1100,369,1,20
6335,METAL SIGN TAKE IT OR LEAVE IT ,7,256,10,1100,844,1,20
6336,I'M ON HOLIDAY METAL SIGN,7,671,25,2600,1929,1,50
6337,GROW YOUR OWN BASIL IN ENAMEL MUG,2,155,7,800,645,1,14
6338,SET/10 PINK POLKADOT PARTY CANDLES,3,844,22,2300,1456,1,44
6339,SET 20 NAPKINS FAIRY CAKES DESIGN ,9,241,2,300,59,1,4
6340,65 TEATIME FAIRY CAKE CASES,9,1761,24,2500,739,1,48
6341,SET OF 6 T-LIGHTS SNOWMEN,7,300,2,300,0,1,4
6342,SET OF 6 T-LIGHTS SANTA,10,790,16,1700,910,1,32
6343,SET OF 9 HEART SHAPED BALLOONS,10,257,2,300,43,1,4
6344,SANDWICH BATH SPONGE,5,204,20,2100,1896,1,40
6345,APPLE BATH SPONGE,4,1130,20,2100,970,1,40
6346,STRAWBERRY BATH SPONGE ,2,1274,14,1500,226,1,28
6347,BLACK PIRATE TREASURE CHEST,8,1124,12,1300,176,1,24
6348,STAR PORTABLE TABLE LIGHT ,9,1920,21,2200,280,1,42
6349,SNOWFLAKE PORTABLE TABLE LIGHT ,3,553,20,2100,1547,1,40
6350,PINK OVAL JEWELLED MIRROR,10,1036,11,1200,164,1,22
6351,RETROSPOT CIGAR BOX MATCHES ,3,100,0,100,0,1,0
6352,COSY HOUR GIANT TUBE MATCHES,2,371,16,1700,1329,1,32
6353,JAZZ HEARTS PURSE NOTEBOOK,5,311,21,2200,1889,1,42
6354,LUNCH BAG DOLLY GIRL DESIGN,8,848,8,900,52,1,16
6355,WHITE HANGING HEART T-LIGHT HOLDER,1,286,2,300,14,1,4
6356,CANDLEHOLDER PINK HANGING HEART,4,1196,16,1700,504,1,32
6357,WOOD 2 DRAWER CABINET WHITE FINISH,1,135,2,300,165,1,4
6358,ASSORTED COLOUR MINI CASES,9,825,24,2500,1675,1,48
6359,LUNCH BAG RED RETROSPOT,4,121,12,1300,1179,1,24
6360,LUNCH BAG SPACEBOY DESIGN ,1,881,15,1600,719,1,30
6361,LUNCH BAG WOODLAND,6,148,14,1500,1352,1,28
6362,LUNCH BAG PINK POLKADOT,10,1182,12,1300,118,1,24
6363,GUMBALL COAT RACK,1,808,14,1500,692,1,28
6364,BLUE NEW BAROQUE CANDLESTICK CANDLE,8,1560,21,2200,640,1,42
6365,PINK NEW BAROQUECANDLESTICK CANDLE,9,895,15,1600,705,1,30
6366,FAIRY CAKE FLANNEL ASSORTED COLOUR,9,2092,20,2100,8,1,40
6367,BREAD BIN DINER STYLE PINK,4,100,0,100,0,1,0
6368,JUMBO BAG CHARLIE AND LOLA TOYS,7,526,13,1400,874,1,26
6369,TEA TIME TABLE CLOTH,3,228,2,300,72,1,4
6370,ENGLISH ROSE HOT WATER BOTTLE,1,112,2,300,188,1,4
6371,ENAMEL FIRE BUCKET CREAM,4,848,15,1600,752,1,30
6372,PICNIC BASKET WICKER SMALL,3,544,10,1100,556,1,20
6373,PAPER CHAIN KIT 50'S CHRISTMAS ,2,692,6,700,8,1,12
6374,PAPER CHAIN KIT VINTAGE CHRISTMAS,5,369,25,2600,2231,1,50
6375,HOT WATER BOTTLE BABUSHKA ,8,1466,21,2200,734,1,42
6376,HAND WARMER BIRD DESIGN,10,254,23,2400,2146,1,46
6377,POSTAGE,3,1469,17,1800,331,1,34
6378,HEART IVORY TRELLIS SMALL,8,651,7,800,149,1,14
6379,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,4,1952,19,2000,48,1,38
6380,PINK DRAWER KNOB ACRYLIC EDWARDIAN,7,426,24,2500,2074,1,48
6381,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,4,1035,11,1200,165,1,22
6382,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,7,1021,15,1600,579,1,30
6383,HEART OF WICKER SMALL,10,1520,18,1900,380,1,36
6384,SMALL POPCORN HOLDER,10,783,10,1100,317,1,20
6385,SET 6 FOOTBALL CELEBRATION CANDLES,9,1155,12,1300,145,1,24
6386,SET OF 6 GIRLS CELEBRATION CANDLES,9,1037,19,2000,963,1,38
6387,ROMANTIC PINKS RIBBONS ,9,547,11,1200,653,1,22
6388,BRIGHT BLUES RIBBONS ,1,1544,21,2200,656,1,42
6389,SCANDINAVIAN REDS RIBBONS,5,153,1,200,47,1,2
6390,CHOCOLATE BOX RIBBONS ,4,121,9,1000,879,1,18
6391,PARTY INVITES FOOTBALL,1,161,2,300,139,1,4
6392,PARTY INVITES JAZZ HEARTS,9,848,12,1300,452,1,24
6393,PARTY INVITES SPACEMAN,1,1036,22,2300,1264,1,44
6394,SET OF 3 BUTTERFLY COOKIE CUTTERS,2,255,10,1100,845,1,20
6395,SET OF 3 HEART COOKIE CUTTERS,2,878,24,2500,1622,1,48
6396,8 PIECE SPACEBOY COOKIE CUTTER SET,2,102,3,400,298,1,6
6397,PACK OF 72 SKULL CAKE CASES,6,525,5,600,75,1,10
6398,PACK OF 60 SPACEBOY CAKE CASES,2,136,1,200,64,1,2
6399,PACK OF 72 RETROSPOT CAKE CASES,4,111,11,1200,1089,1,22
6400,77 SWEETHEART FAIRY CAKE CASES,7,314,11,1200,886,1,22
6401,PACK OF 60 DINOSAUR CAKE CASES,2,1329,14,1500,171,1,28
6402,LUNCH BAG SUKI  DESIGN ,6,249,2,300,51,1,4
6403,LUNCH BAG CARS BLUE,10,130,8,900,770,1,16
6404,LUNCH BAG  BLACK SKULL.,2,1343,15,1600,257,1,30
6405,HEART IVORY TRELLIS LARGE,2,140,2,300,160,1,4
6406,SET/5 RED RETROSPOT LID GLASS BOWLS,8,2187,21,2200,13,1,42
6407,WHITE HANGING HEART T-LIGHT HOLDER,8,100,0,100,0,1,0
6408,WHITE METAL LANTERN,6,849,10,1100,251,1,20
6409,CREAM CUPID HEARTS COAT HANGER,9,159,5,600,441,1,10
6410,EDWARDIAN PARASOL RED,5,117,1,200,83,1,2
6411,RETRO COFFEE MUGS ASSORTED,3,1730,21,2200,470,1,42
6412,SAVE THE PLANET MUG,8,536,20,2100,1564,1,40
6413,VINTAGE BILLBOARD DRINK ME MUG,1,175,1,200,25,1,2
6414,VINTAGE BILLBOARD LOVE/HATE MUG,9,192,14,1500,1308,1,28
6415,WOOD 2 DRAWER CABINET WHITE FINISH,4,333,3,400,67,1,6
6416,WOOD S/3 CABINET ANT WHITE FINISH,3,268,6,700,432,1,12
6417,WOODEN PICTURE FRAME WHITE FINISH,6,441,19,2000,1559,1,38
6418,WOODEN FRAME ANTIQUE WHITE ,8,493,14,1500,1007,1,28
6419,KNITTED UNION FLAG HOT WATER BOTTLE,10,117,6,700,583,1,12
6420,RED WOOLLY HOTTIE WHITE HEART.,10,989,15,1600,611,1,30
6421,SET 7 BABUSHKA NESTING BOXES,4,149,8,900,751,1,16
6422,IVORY EMBROIDERED QUILT ,7,366,14,1500,1134,1,28
6423,GLASS STAR FROSTED T-LIGHT HOLDER,10,1681,19,2000,319,1,38
6424,HAND WARMER RED POLKA DOT,6,873,10,1100,227,1,20
6425,HAND WARMER UNION JACK,8,239,6,700,461,1,12
6426,MAGIC DRAWING SLATE DINOSAUR,2,1083,21,2200,1117,1,42
6427,MAGIC DRAWING SLATE BAKE A CAKE ,2,130,6,700,570,1,12
6428,17 PENCILS TALL TUBE SKULLS,7,1208,16,1700,492,1,32
6429,CHOCOLATE CALCULATOR,10,450,23,2400,1950,1,46
6430,RED  HARMONICA IN BOX ,3,208,5,600,392,1,10
6431,BLUE HARMONICA IN BOX ,1,106,5,600,494,1,10
6432,SKULLS  WATER TRANSFER TATTOOS ,7,1348,17,1800,452,1,34
6433,PACK 3 BOXES BIRD PANNETONE ,5,1058,11,1200,142,1,22
6434,HOT WATER BOTTLE TEA AND SYMPATHY,6,584,12,1300,716,1,24
6435,RED WOOLLY HOTTIE WHITE HEART.,3,1262,25,2600,1338,1,50
6436,WHITE SKULL HOT WATER BOTTLE ,2,998,19,2000,1002,1,38
6437,8 PIECE SPACEBOY COOKIE CUTTER SET,7,169,12,1300,1131,1,24
6438,SET OF 20 KIDS COOKIE CUTTERS,5,1497,21,2200,703,1,42
6439,15 COLOUR SPACEBOY PEN,3,255,3,400,145,1,6
6440,VICTORIAN GLASS HANGING T-LIGHT,7,754,23,2400,1646,1,46
6441,SINGLE HEART ZINC T-LIGHT HOLDER,9,993,15,1600,607,1,30
6442,RED HANGING HEART T-LIGHT HOLDER,8,255,10,1100,845,1,20
6443,HANGING METAL STAR LANTERN,1,161,15,1600,1439,1,30
6444,SILVER HANGING T-LIGHT HOLDER,5,792,16,1700,908,1,32
6445,DOORMAT RED RETROSPOT,1,1350,15,1600,250,1,30
6446,DOORMAT HEARTS,10,1478,15,1600,122,1,30
6447,NATURAL SLATE RECTANGLE CHALKBOARD,3,1732,21,2200,468,1,42
6448,LOVEBIRD HANGING DECORATION WHITE ,5,808,10,1100,292,1,20
6449,ASSORTED COLOUR BIRD ORNAMENT,5,363,18,1900,1537,1,36
6450,HOME BUILDING BLOCK WORD,1,353,15,1600,1247,1,30
6451,LOVE BUILDING BLOCK WORD,3,2299,22,2300,1,1,44
6452,PHOTO FRAME CORNICE,5,1400,17,1800,400,1,34
6453,PENS ASSORTED FUNNY FACE,7,698,7,800,102,1,14
6454,CARD CIRCUS PARADE,10,792,23,2400,1608,1,46
6455,WRAP COWBOYS  ,4,999,9,1000,1,1,18
6456,AIRLINE BAG VINTAGE TOKYO 83,6,793,10,1100,307,1,20
6457,RED RETROSPOT UMBRELLA,3,1147,15,1600,453,1,30
6458,BLACK/BLUE POLKADOT UMBRELLA,7,356,8,900,544,1,16
6459,RED 3 PIECE RETROSPOT CUTLERY SET,1,648,21,2200,1552,1,42
6460,PACK OF 72 RETROSPOT CAKE CASES,1,100,0,100,0,1,0
6461,SET OF 72 RETROSPOT PAPER  DOILIES,3,147,4,500,353,1,8
6462,BLUE COAT RACK PARIS FASHION,4,409,8,900,491,1,16
6463,PLASTERS IN TIN SKULLS,8,220,7,800,580,1,14
6464,SLEEPING CAT ERASERS,2,609,17,1800,1191,1,34
6465,CARD BIRTHDAY COWBOY,3,597,14,1500,903,1,28
6466,PACK 3 BOXES CHRISTMAS PANNETONE,4,100,0,100,0,1,0
6467,ROTATING SILVER ANGELS T-LIGHT HLDR,5,434,6,700,266,1,12
6468,COSY HOUR GIANT TUBE MATCHES,9,770,7,800,30,1,14
6469,RIBBON REEL MAKING SNOWMEN ,4,395,23,2400,2005,1,46
6470,MINI PAINT SET VINTAGE ,8,1011,19,2000,989,1,38
6471,9 TRADITIONAL SPINNING TOPS,4,597,13,1400,803,1,26
6472,SET OF 6 SOLDIER SKITTLES,1,1845,18,1900,55,1,36
6473,BAG 500g SWIRLY MARBLES,6,563,20,2100,1537,1,40
6474,10 STRAND GLASS NECKLACE CRYSTAL,2,1006,23,2400,1394,1,46
6475,WHITE SKULL HOT WATER BOTTLE ,5,745,10,1100,355,1,20
6476,SCOTTIE DOG HOT WATER BOTTLE,8,1050,21,2200,1150,1,42
6477,SQUARECUSHION COVER PINK UNION FLAG,2,575,11,1200,625,1,22
6478,SPACEBOY CHILDRENS EGG CUP,3,193,10,1100,907,1,20
6479,CHILDREN'S SPACEBOY MUG,2,1668,23,2400,732,1,46
6480,HAND WARMER SCOTTY DOG DESIGN,1,580,23,2400,1820,1,46
6481,FELTCRAFT CUSHION OWL,4,100,0,100,0,1,0
6482,BLACK CANDELABRA T-LIGHT HOLDER,3,1905,19,2000,95,1,38
6483,TOY TIDY DOLLY GIRL DESIGN,1,1022,13,1400,378,1,26
6484,SET 12 LAVENDER  BOTANICAL T-LIGHTS,2,1425,14,1500,75,1,28
6485,UNION JACK FLAG LUGGAGE TAG,2,456,10,1100,644,1,20
6486,RED HEART LUGGAGE TAG,10,562,6,700,138,1,12
6487,RED GLASS TASSLE BAG CHARM,1,460,4,500,40,1,8
6488,CLEAR ACRYLIC FACETED BANGLE,4,2095,20,2100,5,1,40
6489,10 STRAND GLASS NECKLACE CRYSTAL,9,131,1,200,69,1,2
6490,DOORMAT UNION JACK GUNS AND ROSES,2,751,8,900,149,1,16
6491,VANILLA SCENT CANDLE JEWELLED BOX,3,1106,24,2500,1394,1,48
6492,FULL ENGLISH BREAKFAST PLATE,3,2017,22,2300,283,1,44
6493,BLACK CANDELABRA T-LIGHT HOLDER,6,1310,19,2000,690,1,38
6494,MAGIC DRAWING SLATE CIRCUS PARADE  ,8,2100,23,2400,300,1,46
6495,CHRISTMAS HANGING HEART WITH BELL,9,537,5,600,63,1,10
6496,CAKE STAND VICTORIAN FILIGREE MED,6,1667,16,1700,33,1,32
6497,PAISLEY PATTERN  STICKERS,9,1760,23,2400,640,1,46
6498,FLOWERS  STICKERS,5,1407,23,2400,993,1,46
6499,PINK NEW BAROQUECANDLESTICK CANDLE,6,1214,14,1500,286,1,28
6500,BLUE NEW BAROQUE CANDLESTICK CANDLE,7,785,17,1800,1015,1,34
6501,JUMBO STORAGE BAG SUKI,9,676,13,1400,724,1,26
6502,BLACK LOVE BIRD CANDLE,4,152,1,200,48,1,2
6503,PARTY TIME PENCIL ERASERS,9,157,2,300,143,1,4
6504,DISCO BALL CHRISTMAS DECORATION,4,537,11,1200,663,1,22
6505,PINK B'FLY C/COVER W BOBBLES,1,461,19,2000,1539,1,38
6506,PINK UNION JACK  LUGGAGE TAG,6,1061,10,1100,39,1,20
6507,11 RIBBONS ELEGANT CHRISTMAS ,6,1248,17,1800,552,1,34
6508,UNION JACK FLAG LUGGAGE TAG,4,873,14,1500,627,1,28
6509,AGED GLASS SILVER T-LIGHT HOLDER,5,274,2,300,26,1,4
6510,BOOM BOX SPEAKER GIRLS,3,232,7,800,568,1,14
6511,11 RIBBONS SHIMMERING PINKS ,3,898,10,1100,202,1,20
6512, SET 2 TEA TOWELS I LOVE LONDON ,1,1390,13,1400,10,1,26
6513,JUMBO BAG OWLS,8,698,11,1200,502,1,22
6514,SANDWICH BATH SPONGE,7,276,2,300,24,1,4
6515,OWL DOORSTOP,2,642,18,1900,1258,1,36
6516,10 STRAND GLASS NECKLACE CRYSTAL,6,851,12,1300,449,1,24
6517,HAND WARMER UNION JACK,2,372,6,700,328,1,12
6518,HAND WARMER SCOTTY DOG DESIGN,5,1106,14,1500,394,1,28
6519,LARGE POPCORN HOLDER ,7,1595,24,2500,905,1,48
6520,PAINTED METAL STAR WITH HOLLY BELLS,4,343,6,700,357,1,12
6521,PAINTED METAL HEART WITH HOLLY BELL,3,2183,22,2300,117,1,44
6522,ANGEL DECORATION STARS ON DRESS,9,941,22,2300,1359,1,44
6523,SMALL POPCORN HOLDER,1,936,9,1000,64,1,18
6524,JUMBO BAG RED RETROSPOT,5,407,4,500,93,1,8
6525,JUMBO BAG STRAWBERRY,8,702,25,2600,1898,1,50
6526,STRAWBERRY SHOPPER BAG,8,223,14,1500,1277,1,28
6527,STRAWBERRY CHARLOTTE BAG,1,1370,23,2400,1030,1,46
6528, SET 2 TEA TOWELS I LOVE LONDON ,10,199,1,200,1,1,2
6529,PACK OF 12 RED RETROSPOT TISSUES ,6,474,7,800,326,1,14
6530,SCOTTIE DOG HOT WATER BOTTLE,6,425,4,500,75,1,8
6531,CHOCOLATE HOT WATER BOTTLE,10,937,14,1500,563,1,28
6532,LUNCH BAG CARS BLUE,5,266,16,1700,1434,1,32
6533,LUNCH BAG SPACEBOY DESIGN ,1,100,0,100,0,1,0
6534,ROUND SNACK BOXES SET OF4 WOODLAND ,3,554,18,1900,1346,1,36
6535,LUNCH BAG DOLLY GIRL DESIGN,4,1362,19,2000,638,1,38
6536,LUNCH BAG SUKI  DESIGN ,2,636,16,1700,1064,1,32
